0
Meyer Kantiner 
KPMG AB 
ACQUIA INC 
Cubic Computing Pvt Ltd 
Deloitte AB 
CNBC ASIA PACIFIC 
B S R & Co  LLP 
QUAERITO QUALITAS INC  
CODE AND THEORY LLC 
EQUINIX CANADA LTD 
Algorithmica Research AB 
LIGHTOWER FIBER NETWORKS II LLC 
Man Hing Hong Land Investment Co Ltd 
Skandinaviska Enskilda Banken 
SÃ­maveriÃ° ehf 
MEKANISM INC 
Skandinaviska Enskilda Banken AB (publ) 
SOUDHAMINI ENTERPRISES 
LEX LÃ¶gmannsstofa 
VERIZON BUSINESS 
MY BOX Bakers Confectioners 
WEBER SHANDWICK WORLDWIDE 
AVARN Security Services AB 
KILROY REALTY L P 
PIVOTAL SOFTWARE INC 
PENGUIN COMPUTING INC 
ICICI LOMBARD GIC LTD 
Waltermart Supermarket Inc  
Design Republic Partners Architects LLP 
Delta Lloyd Levensverzekering N V  
ASSOCIATED PRESS 
Myllusetur ehf 
ACP UTAH FOUR IRVINGTON LLC 
TELUS COMMUNICATIONS 
NYSE Market Inc  
Institute of Directors India 
The Institute of Company Secretaries of 
Pixel Space AB 
InrÃ¤tt InredningsmontÃ¶rerna AB 

DANSK MILJÃ˜RENGÃ˜RING A  S 
SEB Pension och FÃ¶rsÃ¤kring AB 
Hospitals Contribution Fund of Australia 
RADIANZ AMERICAS INC  
Verizon Sweden Aktiebolag 
NordicLAN 
PS Arkitektur AB 
Interoute Managed Services Netherlands B 
Malmqvist Equity Research AB 
KPMG ehf  
K-markt AB 
SLVR AIRCOMFORT SYSTEMS PRIVATE LIMITED 
CUSHMAN & WAKEFIELD U S   INC 
Qwiwi Management Consulting Company Ltd 
Equinix (UK) Ltd 
CENTURYLINK QC 
Infrontit Partner Aktiebolag 
The Baltic Exchange Information Services 
KOTE FOUNDATION 
NORIS NETWORK 
ConCaptus AB 
PRUDENTIAL INSURANCE 
FRUCHER LLC 
CHICAGO STOCK EXCHANGE INC  
Kumaran Mess 
World Wide Fund For Nature-India 
Inspira 
NextUp Technologies Pvt Ltd 
LUCENA RESEARCH INC 
Statnett SF 
Klak Innovit ehf 
SFI HUMAN RESOURCES CONSULTANCY INC  
SEB SECURITIES INC 
MERGENT INC 
EOX HOLDINGS LLC 
Anna Manhusen 
COUPA SOFTWARE INC  
sensa 
TRICENTIS GMBH 
Infront AS 
KELLY OUTSOURCING AND CONSULTING 
Telenor Norge AS -  Bedrift AS 
Ã–hrlings PriceWaterHouseCooprs AB 
Delfinbuss AB 
Stadshusrestauranger Stockholm AB 
SMPI MAKATI FLAGSHIP REALTY CORP 
MELILLO CONSULTING INC 
INSTINET LLC 
4775 LEAGUE ISLAND BLVD LP 
LEVEL 3 COMMUNICATIONS 
Beijing China Overseas Plaza Property 
DROPBOX INC 
HandelshÃ¶gskolan i Stockholm Executive 
SVF FOUNDRY SAN FRANCISCO CORPORATION 
Marketsnext Pte Ltd 
RED HAT INC  
Open Text AB 
Corvil Limited 
MENKES UNION TOWER INC 
Fresh & Honest Cafe Limited 
IBM Service AV System 
COLUMBIA UNIVERSITY 
FrjÃ¡ls fjÃ¶lmiÃ°lun 
GO ETF MANAGEMENT LIMITED 
Retriever Sverige AB 
Tyto Software Pvt Ltd 
Vodafone 
AB STOKAB 
PRAGATHI CONTROLS 
PIPE Networks Pty Ltd 
DELL MARKETING LP 
EQUINIX Australia Pty Ltd 
EPLUS TECHNOLOGY INC 
AON (BERMUDA) LTD  
Montel AS 
Savills UK Ltd Clients Account 
Open System Group AB 
KEEFE BRUYETTE & WOODS INC 
TECHNOCRATS SAFETY AND SECURITY SOLU P L 
JESWIN ENTERPRISES 
BOPM LP 
S & P Insurance Consulting KB 
EUROLAND 
CREDITINFO LÃNSTRAUST 
SWIRE TRAVEL PHILIPPINES INC  
SECURITAS A  S 
Logitall AB 
TRICOM DYNAMICS INC  
APSARA NETWORKS INC 
KEEFE BRUYETTE & WOODS INC  
CREDIT SUISSE SECURITIES (USA) LLC 
STREAMVPG CORP 
APPDYNAMICS INC 
ERNST & YOUNG P  S 
SYBASE INC  
NEOTYS SOFTWARE PRODUCTS PVT LTD 
BMC SOFTWARE INC  
SPEAR STREET CORRIDOR LLC 
GITLAB INC 
Icelandair Hotels 
TM-Group AB 
PHILIPPINE VENDING CORPORATION 
Tieto Sweden AB 
Spektra ehf 
IDEO LP 
HOSTWAY SERVICES INC 
Spring People Software Private Limited 
Vermeg 
Atea Sverige AB 
Stiki ehf  
Grant Thornton Sweden AB 
PRO FITNESS INDIA PRIVATE LIMITED 
Magoon Capital LLC 
WINDOW FUNDING LLC 
Kumaran Stores 
Perido Skills AB 
ACCENTURE LLP 
AV-Poolen AB 
Ninetech AB 
SMART COMMUNICATIONS INC  
GOOGLE INC 
ConferenceCall Services India Pvt Ltd 
Vantage Global Event Production GmbH 
FFL Aps 
APPIAN CORPORATION 
Wizcraft InternationalEntertainment P Lt 
Tele Coaching i Ã–rebro AB 
Hysan Leasing Company Limited 
RISESMART HR SERVICES PVT LTD 
FORDHAM UNIVERSITY 
THOMSON REUTERS (FINANCIAL RISK) CANADA 
Advokatfirman Westermark Anjou AB 
Suomen Pankki 
Storebrand Livsforsikring AS 
LOAD System AB 
CANTOR FITZGERALD & CO   
CANTOR FITZGERALD & COMPANY 
ADP Employer Services GMBH 
Ferli ehf 
PRESIDIO NETWORKED SOLUTIONS LLC 
CYXTERA COMMUNICATIONS LLC 
RDG FILINGS 
Advokatfirman Cederquist KB 
CONTINENTAL RESOURCES INC  
ADVANCED IP Scandinavia AB 
Cybernetics Business Solutions AB 
GSTAAD HOTELS PRIVATE LIMITED 
MARLABS INC  
DOCUSIGN INC 
Verdipapirsentralen ASA 
AMERICAN STOCK EXCHANGE 
Ascent Staffing Solutions Pvt  Ltd 
N K  Ramaswamy 
AEE SE1 BWSSB ULSOOR SUB DIVISION 
FIS AVANTGARD LLC 
G SPIRO TRADING LTD 
DEUTSCHE BANK SECURITIES INC  
UBS SECURITIES LLC 
Nightingales Medical Trust 
JJED Phils  Inc  
Gate Worldwide LLC 
VIACOM INTERNATIONAL INC 
Sigma Recruit AB 
MaresÃ­as slf 
ID3AS-Company Limited 
WORLD ECONOMIC FORUM 
RECORDED FUTURE INC 
NAVEX GLOBAL INC 
PWNY Sweden AB 
APIGEE CORPORATION 
Indra Consulting AB 
HARBINGER PUBLIC RELATIONS A  S 
Talent Realised Technology 
KeskinÃ¤inen TyÃ¶elÃ¤kevakuutusyhtiÃ¶ Elo 
FFMiravite Inc  
SHI International Corp  
TAISDAQ Information Tech Corp  
Fortlax AB 
Eyeshot 
Dimension Data Philippines Inc  
Sound Credit TV Ltd 
OPTIONS-IT LLC 
COMBITECH AB 
SGV & Co 
MONGODB INC 
CERAMI & ASSOCIATES INC 
OAK ENERGY LIMITED 
COGECO Data Services 
Premiere Conferencing LTD 
Brandwidth Beat Advertising 
DENIM GROUP LTD 
HITACHI DATA SYSTEMS CREDIT CORPORATION 
QUISUMBING TORRES 
ADP International Services BV 
TIBCO SOFTWARE INC  
ACQUIRE MEDIA VENTURES INC 
SEI INVESTMENTS COMPANY 
TETHYS CAPITAL LLC 
ARJUN CAPITAL LTD 
K29 UAB 
Chorus Call Australia Pty Ltd 
VP Securities A  S 
Multitech Associates 
SG Finans AS Norge Sverige filial 
OKTA INC 
Sentia 
DONNELLEY FINANCIAL LLC 
WEST IP COMMUNICATIONS INC 
SKYBOX SECURITY INC 
Goudie Associates Manila co  
CSL MOBILE LIMITED 
MZ CONSULT NYC LLC 
CBOE BATS LLC 
Cuebid AB 
H N  CONSTRUCTION LIMITED 
Cogent Canada Inc 
9thCO Inc  
Nokas VÃ¤rdehantering AB 
APCO WORLDWIDE LLC 
Suomen PÃ¶rssisÃ¤Ã¤tiÃ¶ 
DATABRICKS INC  
FIREEYE INC 
Tricor Services Limited 
Murphy & McGonigle P C  
HANWECK ASSOCIATES LLC  
ARIMO INC 
NETWORK FOR GOOD 
RISE SICS AB 
Telenor A  S 
FEDERAL BUREAU OF INVESTIGATION 
Securities Industry Automation Corporati 
ARKADIN   CONFERENCE PLUS 
MARLIN HAWK GROUP LLC 
Symposium Stockholm AB 
NOVANTAS INC  
BEIJING SINA INTERNET INFORMATION 
ARGUS MEDIA INC  
Eventa Films ehf 
AZ  JH REIT (DC) LP 
TwentyEighty Strategy Execution 
ESI PERFORMANCE IMPROVEMENT PVT LTD 
Equinix (Germany) GmbH 
HYATT CORPORATION 
AV promotions LTD 
MCCARTHY TETRAULT LLP 
FIELD CONSTRUCTION INC 
BETASHARES CAPITAL LTD  
Shi UK 
US CHAMBER OF COMMERCE 
BARCLAYS CAPITAL 
NUANCE ENTERPRISE SOLUTIONS 
LINKEDIN CORPORATION 
GPI-UNION LP 
TECTRADE BV 
NETNOD INTERNET EXCHANGE I SVERIGE AB 
SLACK TECHNOLOGIES INC 
TSX INC  
SG ANALYTICS INC 
Ikano Bank SE 
Verdane Capital Advisors Future AB 
MORNINGSTAR INC  
THE ASSN FOR MENTALLY CHALLENGED 
Xchanging Pty Ltd 
ANANTHAPURI AGENCYS 
CELENA APONTE 
Xchanging Solutions Limited 
BLACKLINE SYSTEMS INC 
JS Greens 
Verizon Business 
Shanghai Kelly Services Human Resources 
ToFindOut AB 
ICE ATRIUM INC 
Hreint 
First House AS 
ENCOMPASS DIGITAL MEDIA INC  
CALIPER MANAGEMENT INC 
AQUA SECURITY SOFTWARE INC  
OJUS Power And Technologies Pvt Ltd 
RDS ehf  
AGILITY PR SOLUTIONS CANADA LTD 
Middlecon AB 
Fredrik Persson Invest AB 
WHARTON EXECUTIVE EDUCATION 
Christopher M  Kohlhoff 
StrÃ¶m & Gulliksson AB 
time2relax AB 
NATIONAL STOCK EXCHANGE 
POSTMEDIA NEWS 
Interxion Carrier Hotel Ltd  
ALPHA TRADING COMPANY 
MASSACHUSETTS INSTITUTE OF TECHNOLOGY 
NASSCOM 
JALLAN POLYPACK INDIA PVT LTD 
Ugglapraktiken AB 
Dagens industri 
WOLTERS KLUWER 
Tproneth GMBH & Co KG 
INTACH (NAGERCOIL CHAPTER) 
Harpa TÃ³nlistar- og rÃ¡Ã°stefnuhÃºs 
Reitir Ã¾jÃ³nusta ehf 
ICYCLE SOLUTIONS PRIVATE LIMITED 
The Bank of New York Mellon 
AB TOFABA 
DATABP LLC 
Alcova Network FZE 
CENTERSTAGE PRODUCTIONS 
SUSTAINABLEBUSINESS COM 
GLL Land Pte Ltd 
Enspiri Consulting 
Interim Controlling Partners 
LEXIS-NEXIS 
TANIUM INC 
M-E Engineers 
ÃžjÃ³Ã°skrÃ¡ 
INNNES 
StÃ¥hl+Partners 
Jobstreet com Philippines Inc  
Danske Bank A  S 
Exting AB 
PEPSICO INC  
INTERMARKET COMMUNICATIONS 
APPTIO INC 
SPACESTATION 
BT Australasia Pty Ltd 
AT&T 
Abhishek Electrical Agency 
DOW JONES NEWS SERVICE 
KellyOCG Malaysia SDN BHD 
GO Partnership 
COMPUTER SUPPORT CENTER INC  
JÃ³n G  Hauksson 
Svalner 
BCC HOTEL LLC 
NetNordic Bedriftskommunikasjon AS 
Ernst & Young AS 
Deepa Santha 
SUJATHA DINESH 
SINEQUA CORP 
RELIANCE COMMUNICATIONS LTD 
VISTEON CORPORATION 
ADAPTURE TECHNOLOGY GROUP LLC 
Braekhus Advokatfirma DA 
Fora AB 
WINSTAR INTERACTIVE MEDIA 
AFFINITY HEALTH AND WELLNESS CORPORATION 
Mbrace Denmark AS 
Ricoh Nederland BV 
MARKET DATA SERVICES LIMITED 
ADOBE SYSTEMS INCORPORATED 
VERA SECURITY INC DBA VERA 
Hringdu 
NETSUITE INC 
LIOLIOS GROUP INC  
BENHAR OFFICE INTERIORS LLC 
HOLLAND & YOUNG SARL 
HINES ONE NORTH WACKER LLC 
Federation Of European Securities Exchan 
FinCom AB 
Aston Carter INTL LTD SWEDEN 
INNOMINDS SOFTWARE INC 
PLURALSIGHT LLC 
AON CONSULTING INC 
Alan Stewart 
Adaps IT Pty Ltd  
HBR CONSULTING LLC 
TJD LLC 
Altaleda AB 
KELLY SERVICES INC  
4TS II LLC 
Blue Star Limited 
NATIONAL SECURITIES CLEARING CORPORATION 
CITI Recruitment 
WELLTHY SOLUTIONS INC  
Cogent Communications Netherlands B V  
ORDINA SOFTWARE DEVELOPMENT B V  
InnX innrÃ©ttingar 
Business Objects Software 
IT Innovation Gourp MKP AB 
Verizon Australia Pty Ltd 
SYNTHESIO INC  
Global Switch Amsterdam B V 
CNI SALES INC  
AFP 
OCS GROUP INDIA PVT LTD 
Telenor Mobil AS 
Telenor Norge AS - Mobil 
SWIFT SCRL 
FIRST ADVANTAGE BACKGROUND SERVICES CORP 
STANFORD UNIVERSITY 
SUP46 AB 
MERIDIAN COMPENSATION PARTNERS LLC 
Utsikt Kommunikation AB 
Jysk CTS Ã˜st A  S 
NYSE AMERICAN LLC 
Telenor 
STOCKHOLMS KOMMUN 
Plus Relocation Services Inc 
VIÃSKIPTARÃÃ ÃSLANDS 
SERENDIPITY COMMUNICATIONS AB 
AUGUSTA NATIONAL GOLF CLUB 
KELLY SERVICES (NEDERLAND) B V  
HALTER GROUP INC 
ERNST & YOUNG LLP 
GARÃHEIMAR GRÃ“ÃURVÃ–RUR 
VERIFLOW SYSTEMS INC 
STANDARD & POOR'S 
Posh offices Systems Hong Kong Limited 
LIFE TIME FITNESS INC 
Robert Half 
STUDIO CA DIGITALFOTO AKTIEBOLAG 
LAM MEI KING 
Cynapps MS B V  
HIBERNIA ATLANTIC US LLC 
IDÃˆ`House of Brands Sweden AB 
Regis-TR S A  
OUTFRONT MEDIA LLC 
Shi International Corp 
Oraise Gmbh 
KNOWLEDGEHUT SOLUTIONS PRIVATE LIMITED 
35X GmbH 
Advanced Learning Programs 
zeb Consulting AB 
PCCW Limited 
JJ AIRCONDITIONERS 
AudicomPendax AB 
Spark Recruitment Pty ltd 
Kuma Serviced Office SH 
Vision Racing & Sport 
HÃ¸lto GÃ¥rd og Hytter 
MICRO FOCUS (US) INC 
CONNEQTED 365 AB 
Compensa Life Vienna Insurance Group SE 
AYCO COMPANY L P  
Novi Resort AB 
CAA PREMIUM EXPERIENCE 
DATADOG INC 
BARAK  CAPITAL GT 
PORTERFIELD FETTIG & SEARS LLC 
Niana AB 
Festa miÃ°stÃ¶Ã° um samfÃ©lagsÃ¡byrgÃ° 
ONTARIO SECURITIES COMMISSION 
ARISTA NETWORKS INC 
CAPITAL MARKETS CRC LIMITED 
Datawatch International Ltd 
DATAWATCH INTERNATIONAL LTD  
SSI (US) INC 
SEVONE INC  
SUPERCLASS WEARS TRADING INC  
LOOKER DATA SCIENCES INC 
Nyberg & Son Konsult AB 
swissQuant Group AG 
STATE UNIVERSITY OF IOWA FOUNDATION 
Digital Reasoning Systems Inc 
Kai Sze TSANG 
Semantix SprÃ¥kcentrum AB 
Dimension Data North America Inc  
Dimension Data Australia 
Edenred (India) Pvt Ltd  
LISTASAFN A S Ã 
CONSUMER ELECTRONICS 
TÃ¸mrermester E Johansen AS 
SODEXO BENEFITS AND REWARDS SERVICES 
Lakshman Mohan 
Finansnettnorge AS 
GARTNER GROUP 
AMERICAN BANKERS ASSOCIATION 
BTIG LLC 
POWER ON 
AVT PRODUCTIONS 
MICROSPACE COMMUNICATION CORP 
PROACTIV TECHNOLOGIES 
Sveriges Unga Aktiesparares Service AB 
BRANDED CITIES NEW YORK LLC 
Michael Page International (Sweden) AB 
S & P Insurance Consulting AB 
AB Cool 
INFORMATICA LLC 
VERISIGN INC 
CLOUDSHARE INC  
ALTEN NEDERLAND B V  
Altran Netherlands B V  
COGECO DATA SERVICES LP 
COGECO PEER 1 NETWORK (USA) 
Svenska FondhandlarefÃ¶reningens Service 
Samskipti 
NOVACOAST 
Nezda Technologies Inc 
NEZDA TECHNOLOGIES INC  
FIS FINANCIAL SYSTEMS LLC 
Emma-Karin Pihlstrand 
TECSON ORCHIDS CORPORATION 
Iron Mountain Sweden AB 
CANON SOLUTIONS AMERICA INC  
NORSK TELEGRAMBYRÃ… AS 
PUBLIC STRATEGIES WASHINGTON INC 
Parshva Gift 
Wasa Kredit AB 
MATZLIACH CAPITAL LLC 
BAKER & HOSTETLER LLP 
Tyger Consulting Pty Ltd 
Gagnageymslan ehf 
Workman Turnbull 
FS-ISAC INC 
MARCUM TECHNOLOGY LLC 
POLITICO LLC 
INTERNAP NETWORK SERVICES CORP 
DELL CANADA INC 
GOTHAM TECHNOLOGY GROUP LLC 
EVENT U ROX 
SOLARWINDS INC 
Kelly Services INC  
QLIK TECHNOLOGIES INC 
Heilsuvernd 
WM Consultant 
CSD Software OÃœ 
DB NETWORKS INC 
Novotek Sverige AB 
Hospeco Philippines Inc  
CAREER BUILDER 
Nordnet Bank AB 
ASC PARTNERS LLC 
SAMIR SAIT 
CORNERSTONE MEDIA PRODUCTIONS 
Canadian International School of HK 
OSLO BÃ˜RS ASA 
UPTOWN CINEMAS SNACK STUDIO 
PREFLEX SOLUTIONS PRIVATE LIMITED 
HOLD SECURITY LLC 
CRISTAUX INTERNATIONAL 
BUSINESS ROUNDTABLE 
Verare AB 
Dell B V  
Meridian IT Pty Ltd 
Wizer Philippines Inc  
United Spaces Waterfront Stockholm AB 
HTG CAPITAL PARTNERS 
Jama Software Inc  
OPTIONSCITY SOFTWARE INC 
VERIZON SWEDEN AB 
Grewil Advisory AB 
MOODY'S INVESTORS SERVICES INC 
Mahesh V and Associates 
Endava UK Ltd 
MINTZ GROUP LLC 
FinCrest Information Services Pvt Ltd 
SallÃ©n Elektriska AB 
GODADDY COM 
Nils Liliedahl AB 
Phare Global Markets Inc 
CLEAN EDGE INC 
OVATION TRAVEL GROUP INC 
JOSCO PRINTERS 
Batteribyggarna AB 
Rave Audio Visual Pty Ltd 
Ernst & Young LLP 
W SOUTH BEACH HOTEL 
FORBES MEDIA LLC 
S W I F T  SCRL 
COUNCIL ON FOREIGN RELATIONS INC  
VARADA GLASS AND CROCKERIES 
RICE PARTNERS LLC 
DHL EXPRESS (PHILIPPINES) CORP  
SQUADRUPE FOOD AND BEVERAGES PVT LTD 
BLUE LINE EXPRESS 
STACK EXCHANGE INC 
CHECKMARX INC 
G3 COMMUNICATIONS INC  
MILLIMAN INC  
MRE CONSULTING LTD 
Dataiku_Invalid Supplier Record
THOMSON REUTERS GRC INC 
SET CREATIVE 
GAGNAEYÃING 
HEADLANDS TECHNOLOGIES LLC 
M3 DERIVATIVE SOLUTIONS LLC 
SUN TRADING LLC 
NINE SQUARE MULTI TRADING DMCC 
3 RED TRADING LLC 
CITADEL SECURITIES LLC 
RIGEL COVE FUND LLC 
Micro Focus Software (Ireland) Ltd  
University of Asia and the Pacific 
Dell Hong Kong Limited 
VERITAS TECHNOLOGIES LLC 
CHAITRA J 
Manasa P 
Kelly Services (UK) Ltd 
Arkadin AB 
Computer Design & Integration LLC 
GANESH CLEANING SERVICES 
AT&T WORLDWIDE TELECOMMUNICATIONS SERVIC 
THE WORLD FEDERATION OF EXCHANGES LTD 
Satema AS 
VIRTU FINANCIAL LLC 
SPIRE X TRADING LLC 
MBF TRADING LLC 
TRIDENT BROKERAGE SERVICES LLC 
BUDO TRADING LLC 
MAREX SPECTRON INTERNATIONAL LTD 
BGC FINANCIAL L P 
ATF COMMODITIES  LLC 
CONDORALPHA ASSET MANAGEMENT LLC 
ICAP ENERGY LLC 
FORT PITT ENERGY LLC 
EVOLUTION MARKETS INC 
DORADO ENERGY SERVICES LLC 
CRW ENERGY CORP 
CREDITEX SECURITIES CORPORATION 
CORNERSTONE GLOBAL COMMODITIES LLC 
CORNERSTONE FUTURES LLC 
CONTINENTAL ENERGY GROUP LLC 
BOSWORTH BROKERS LLC  
ATLAS COMMODITIES LLC 
AMEREX BROKERS LLC-POWER 
GA GLOBAL MARKETS LLC  
PVM FUTURES INC  
TFS ENERGY FUTURES LLC 
LCM COMMODITIES LLC 
TULLETT PREBON AMERICAS CORP  
ICAP CORPORATES LLC 
SIGMA BROKING LTD 
MB ENERGY LLC 
LPS FUTURES LLC 
MAGUS LLC 
IVG ENERGY LTD 
FUELX ENERGY LLC 
GFI SECURITIES LLC 
CHAIKIN INVESTMENTS LLC 
STRAITS  FINANCIAL SERVICES PTE LTD 
CHARLENE BEGLEY 
JEFFERIES & COMPANY INC 
TIERPOINT LLC 
DIMENSION DATA CANADA INC 
Svenska FondhandlarefÃ¶reningen 
THOMSON REUTERS (TAX & ACCOUNTING) INC  
Cobden and Carter International Inc 
Cobden and Carter International Inc  
NATIONAL INVESTOR RELATIONS 
BANK OF NEW YORK MELLON 
Congresso AB 
ID North AB 
SOF-XI PCT TWO TOWER OWNER L L C  
Digital Workforce Svenska AB 
CLOUDCHECKR INC 
PLUS RELOCATION SERVICES INC 
NEWMARK GRUBB KNIGHT FRANK 
Belkast Consulting Limited 
Storebrand Helseforsikring DKV HÃ¤lsa 
Grand HÃ³tel ReykjavÃ­k 
Erinaco AB 
Fysio 2 
Desjardins Financial Security Life Assur 
Singapore Telecommunications Mobile Ltd 
XO COMMUNICATIONS 
POLARIS FUTURES LTD 
FOXIT SOFTWARE INCORPORATED 
MultiNet Interactive AB 
Gunhildsbu Radgivning 
MAX TRITZ III 
Mivedi GmbH 
VIRGIS COLBERT 
DAVID FREAR 
MICHAEL J  CURRAN 
WENDY S  WHITE 
SUSQUEHANNA INTERNATIONAL GROUP LLP 
JOSEPH MICHAEL MECANE 
AMENITY ANALYTICS INC  
Reikningsskil og rÃ¡Ã° ehf  
Orkuveita ReykjavÃ­ku 
Peter Norman Finanskonsult AB 
Hudson Fiber Network Inc  
Dilwyn Computers 
DELOITTE 
Aon Risk Services Australia Limited 
Colliers International Occupier Services 
EURASIA GROUP LTD 
QUALYS INC 
PHISHME INC 
Ernst & Young 
dk hugbÃºnaÃ°ur ehf  
SHIELDX NETWORKS INC 
SDL INC  
TENABLE NETWORK SECURITY 
The Hong Kong Electric Co  Ltd 
Iron Mountain 
Elkraft AS 
SPIGIT INC  
NEWEDGE USA LLC 
NANDHINI HOTELS PVT LTD 
Fram Eiendom AS 
BUPA 
Aon Singapore Pte Ltd 
VERSIONONE INC  
Micro Focus AS 
St Markâ€™s Hotel Pvt Ltd 
IPC SYSTEMS INC  
SEB Merchant Banking 
TATA Teleservices Limited 
AB Tofaba 
NSEIT 
Kontali analyse 
Schneider Electric Norge AS Avd Building 
NystrÃ¶m & Co ProjectbyrÃ¥ NoC AB 
PARK PLACE TECHNOLOGIES 
LOUIS WEDDING PLANNER 
SD Worx VZW 
Stulz Chspl (India) Pvt Ltd 
SAGE REFINED PRODUCTS LTD 
AV PRESENTATIONS INC 
Global Lingo Ltd 
Chirano AB 
SURVEY MONKEY INC  
INTERNATIONAL SOS ASSISTANCE INC 
GRC TECHNOLOGY LIMITED 
CA INC  
